#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0

1569321318.02 3777832 20.117 845700.197 218750 0 2 1 6.962 4868260 10.000 0.659 54075392.000 343105536.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321318.12 3767308 19.983 845700.197 218750 0 2 1 6.962 4868260 30.000 0.662 54325248.000 343248896.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321318.22 3712196 19.900 845700.197 218750 0 2 1 6.962 4868260 10.000 0.666 54583296.000 343535616.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321318.32 3704314 19.767 845700.197 218750 0 2 1 6.962 4868260 30.000 0.669 54845440.000 343822336.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321318.42 3699577 19.700 845700.197 218750 0 2 1 6.962 4868260 10.000 0.672 55091200.000 344154112.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321318.53 3688962 19.567 845700.197 218750 0 2 1 6.962 4868260 18.182 0.675 55357440.000 344297472.000 1569321317.621 1569321317.486 128 1 218750 406250 781250

1569321318.63 4433847 23.517 845836.408 218750 0 2 1 6.962 5667824 50.000 0.669 55013376.000 342118400.000 1569321318.569 1569321318.566 128 1 218750 406250 781250
1569321318.73 4402545 23.367 845836.408 218750 0 2 1 6.962 5667824 10.000 0.669 55119872.000 342253568.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321318.83 4398521 23.283 845836.408 218750 0 2 1 6.962 5667824 10.000 0.672 55132160.000 342388736.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321318.93 4394775 23.217 845836.408 218750 0 2 1 6.962 5667824 20.000 0.675 55336960.000 342675456.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.04 4388934 23.100 845836.408 218750 0 2 1 6.962 5667824 0.000 0.678 55599104.000 342962176.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.14 4363107 23.000 845836.408 218750 0 2 1 6.962 5667824 20.000 0.681 55848960.000 343240704.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.24 4315135 22.917 845836.408 218750 0 2 1 6.962 5667824 30.000 0.684 56111104.000 343384064.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.34 4296901 22.783 845836.408 218750 0 2 1 6.962 5667824 20.000 0.687 56360960.000 343670784.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.44 4275582 22.650 845836.408 218750 0 2 1 6.962 5667824 10.000 0.689 56619008.000 343814144.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
1569321319.55 4266886 22.583 845836.408 218750 0 2 1 6.962 5667824 10.000 0.693 57016320.000 344145920.000 1569321318.698 1569321318.566 128 1 218750 406250 781250
