#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0

1569334766.57 491700 31.698 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.67 490450 31.565 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.77 489726 31.498 100334.486 25000 0 3 1 6.955 1039828 20.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.88 488561 31.365 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.98 488044 31.298 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.08 486776 31.165 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.18 486062 31.098 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.29 484948 30.964 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.39 481708 30.898 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.50 479902 30.764 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.60 478499 30.631 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.70 477698 30.564 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.81 476337 30.430 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334767.91 475801 30.364 100334.486 25000 0 3 1 6.955 1039828 9.091 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334768.01 474492 30.230 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334768.12 473943 30.164 100334.486 25000 0 3 1 6.955 1039828 9.091 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
